film.title,distributor.name,gross.box.o.weekend,adm.weekend,weekend.start,weekend.end
Whitney,Myndform,86400,59,2018-09-14,2018-09-16
Mile 22,Myndform,64950,44,2018-09-14,2018-09-16
Book Club,Sena,64730,48,2018-09-14,2018-09-16
Slender Man,Sena,60910,41,2018-09-14,2018-09-16
Ant-Man and the Wasp,Samfilm,50150,59,2018-09-14,2018-09-16
KIN,Samfilm,45350,31,2018-09-14,2018-09-16
Söngur Kanemu,Bíó Paradís,42000,35,2018-09-14,2018-09-16
Kvíðakast (Atak paniki / Panic Attack),Bíó Paradís,9200,8,2018-09-14,2018-09-16
Lof mér að falla,Sena,11154092,6467,2018-09-07,2018-09-09
The Nun,Samfilm,10059988,7119,2018-09-07,2018-09-09
Mamma Mia! Here We Go Again,Myndform,1763110,1388,2018-09-07,2018-09-09
The Meg,Samfilm,1163228,855,2018-09-07,2018-09-09
Ozzy,Myndform,1080300,989,2018-09-07,2018-09-09
The Incredibles 2,Samfilm,1038316,920,2018-09-07,2018-09-09
Hotel Transylvania 3,Sena,1032080,947,2018-09-07,2018-09-09
Crazy Rich Asians,Samfilm,989510,730,2018-09-07,2018-09-09
Mission Impossible Fallout,Samfilm,805830,585,2018-09-07,2018-09-09
Alpha (2018),Sena,798680,573,2018-09-07,2018-09-09
Christopher Robin,Samfilm,441165,389,2018-09-07,2018-09-09
KIN,Samfilm,268162,216,2018-09-07,2018-09-09
The Spy Who Dumped Me,Myndform,265640,187,2018-09-07,2018-09-09
Utøya 22. júlí,Bíó Paradís,256400,200,2018-09-07,2018-09-09
Kona fer í stríð,Sena,245582,152,2018-09-07,2018-09-09
Mile 22,Myndform,180780,120,2018-09-07,2018-09-09
Whitney,Myndform,161500,104,2018-09-07,2018-09-09
Slender Man,Sena,134910,92,2018-09-07,2018-09-09
Book Club,Sena,90960,70,2018-09-07,2018-09-09
Ant-Man and the Wasp,Samfilm,74650,79,2018-09-07,2018-09-09
Andið eðlilega,Sena,61600,37,2018-09-07,2018-09-09
Söngur Kanemu,Bíó Paradís,45200,42,2018-09-07,2018-09-09
Svanurinn,Sena,40800,24,2018-09-07,2018-09-09
Kvíðakast (Atak paniki / Panic Attack),Bíó Paradís,36800,32,2018-09-07,2018-09-09
The Happytime Murders,Myndform,35490,26,2018-09-07,2018-09-09
Nýjar hendur - Innan seilingar,Bíó Paradís,12000,14,2018-09-07,2018-09-09
Mamma Mia! Here We Go Again,Myndform,2457575,1812,2018-08-31,2018-09-02
The Meg,Samfilm,2294868,1698,2018-08-31,2018-09-02
Alpha (2018),Sena,1946378,1364,2018-08-31,2018-09-02
Crazy Rich Asians,Samfilm,1566582,1181,2018-08-31,2018-09-02
Mission Impossible Fallout,Samfilm,1436276,1059,2018-08-31,2018-09-02
Ozzy,Myndform,1207710,1138,2018-08-31,2018-09-02
Hotel Transylvania 3,Sena,1067825,934,2018-08-31,2018-09-02
Slender Man,Sena,808188,535,2018-08-31,2018-09-02
The Incredibles 2,Samfilm,758471,712,2018-08-31,2018-09-02
KIN,Samfilm,752267,615,2018-08-31,2018-09-02
Christopher Robin,Samfilm,620760,540,2018-08-31,2018-09-02
Mile 22,Myndform,595545,404,2018-08-31,2018-09-02
The Happytime Murders,Myndform,416660,291,2018-08-31,2018-09-02
Whitney,Myndform,367300,341,2018-08-31,2018-09-02
The Spy Who Dumped Me,Myndform,271262,189,2018-08-31,2018-09-02
Kona fer í stríð,Sena,269600,169,2018-08-31,2018-09-02
Hereditary,Samfilm,182379,237,2018-08-31,2018-09-02
Book Club,Sena,132730,97,2018-08-31,2018-09-02
Svanurinn,Sena,112950,73,2018-08-31,2018-09-02
Úlfhundurinn (White Fang),Sena,103110,89,2018-08-31,2018-09-02
Kvíðakast (Atak paniki / Panic Attack),Bíó Paradís,91200,68,2018-08-31,2018-09-02
Andið eðlilega,Sena,78000,50,2018-08-31,2018-09-02
Ant-Man and the Wasp,Samfilm,73050,86,2018-08-31,2018-09-02
Adrift,Myndform,35100,23,2018-08-31,2018-09-02
Nýjar hendur - Innan seilingar,Bíó Paradís,21600,21,2018-08-31,2018-09-02
Vargur,Sena,18100,11,2018-08-31,2018-09-02
Undir trénu,Sena,10800,6,2018-08-31,2018-09-02
Draumur (Charming),Sena,2770,3,2018-08-31,2018-09-02
Mission Impossible Fallout,Samfilm,4523656,3278,2018-08-10,2018-08-12
Mamma Mia! Here We Go Again,Myndform,4221544,3171,2018-08-10,2018-08-12
The Spy Who Dumped Me,Myndform,1552279,1129,2018-08-10,2018-08-12
Hotel Transylvania 3,Sena,1450455,1543,2018-08-10,2018-08-12
Christopher Robin,Samfilm,1193850,972,2018-08-10,2018-08-12
The Incredibles 2,Samfilm,1011712,879,2018-08-10,2018-08-12
Kona fer í stríð,Sena,475410,307,2018-08-10,2018-08-12
Equalizer 2,Sena,442050,303,2018-08-10,2018-08-12
Úlfhundurinn (White Fang),Sena,411410,365,2018-08-10,2018-08-12
Ant-Man and the Wasp,Samfilm,377700,267,2018-08-10,2018-08-12
Hereditary,Samfilm,324460,225,2018-08-10,2018-08-12
TAG,Samfilm,194030,140,2018-08-10,2018-08-12
Book Club,Sena,183845,132,2018-08-10,2018-08-12
Ocean's 8,Samfilm,141230,98,2018-08-10,2018-08-12
Jurassic World: Fallen Kingdom,Myndform,84694,69,2018-08-10,2018-08-12
Skyscraper,Myndform,74990,52,2018-08-10,2018-08-12
Peter Rabbit,Sena,72100,229,2018-08-10,2018-08-12
Draumur (Charming),Sena,70360,61,2018-08-10,2018-08-12
Andið eðlilega,Sena,53600,32,2018-08-10,2018-08-12
Adrift,Myndform,51600,35,2018-08-10,2018-08-12
Hearts Beat Loud,Bíó Paradís,19200,21,2018-08-10,2018-08-12
Personal Shopper,Bíó Paradís,10800,7,2018-08-10,2018-08-12
Studniówk@ (The Prom),Bíó Paradís,9600,8,2018-08-10,2018-08-12
Hleyptu sól í hjartað (Un beau soleil intérieur),Bíó Paradís,8000,7,2018-08-10,2018-08-12
Loveless,Bíó Paradís,3200,7,2018-08-10,2018-08-12
Mission Impossible Fallout,Samfilm,5975292,4535,2018-08-03,2018-08-05
Mamma Mia! Here We Go Again,Myndform,4217624,3404,2018-08-03,2018-08-05
Hotel Transylvania 3,Sena,1162705,1172,2018-08-03,2018-08-05
The Incredibles 2,Samfilm,767432,629,2018-08-03,2018-08-05
Ant-Man and the Wasp,Samfilm,531760,389,2018-08-03,2018-08-05
Kona fer í stríð,Sena,461050,285,2018-08-03,2018-08-05
